id,value,name,isParent
135,230223,依安县,FALSE
137,230224,泰来县,FALSE
139,230225,甘南县,FALSE
141,230227,富裕县,FALSE
143,230229,克山县,FALSE
145,230230,克东县,FALSE
147,230231,拜泉县,FALSE
149,230281,讷河市,FALSE
152,230300,鸡西市本级,FALSE
154,230302,鸡冠区,FALSE
156,230303,恒山区,FALSE
158,230304,滴道区,FALSE
160,230305,梨树区,FALSE
162,230306,城子河区,FALSE
164,230307,麻山区,FALSE
166,230321,鸡东县,FALSE
168,230381,虎林市,FALSE
170,230382,密山市,FALSE
173,230400,鹤岗市本级,FALSE
175,230402,向阳区,FALSE
177,230403,工农区,FALSE
179,230404,南山区,FALSE
181,230405,兴安区,FALSE
183,230406,东山区,FALSE
185,230407,兴山区,FALSE
187,230421,萝北县,FALSE
189,230422,绥滨县,FALSE
192,230500,双鸭山市本级,FALSE
194,230502,尖山区,FALSE
196,230503,岭东区,FALSE
198,230505,四方台区,FALSE
200,230506,宝山区,FALSE
202,230521,集贤县,FALSE
204,230522,友谊县,FALSE
206,230523,宝清县,FALSE
208,230524,饶河县,FALSE
211,230600,大庆市本级,FALSE
213,230602,萨尔图区,FALSE
215,230603,龙凤区,FALSE
217,230604,让胡路区,FALSE
219,230605,红岗区,FALSE
221,230606,大同区,FALSE
223,230621,肇州县,FALSE
225,230622,肇源县,FALSE
227,230623,林甸县,FALSE
229,230624,杜尔伯特蒙古族自治县,FALSE
232,230700,伊春市本级,FALSE
234,230702,伊春区,FALSE
236,230703,南岔区,FALSE
238,230704,友好区,FALSE
240,230705,西林区,FALSE
242,230706,翠峦区,FALSE
244,230707,新青区,FALSE
246,230708,美溪区,FALSE
248,230709,金山屯区,FALSE
250,230710,五营区,FALSE
252,230711,乌马河区,FALSE
254,230712,汤旺河区,FALSE
256,230713,带岭区,FALSE
258,230714,乌伊岭区,FALSE
260,230715,红星区,FALSE
262,230716,上甘岭区,FALSE
264,230722,嘉荫县,FALSE
266,230781,铁力市,FALSE
269,230800,佳木斯市本级,FALSE
271,230803,向阳区,FALSE
273,230804,前进区,FALSE
275,230805,东风区,FALSE
277,230811,郊区,FALSE
279,230822,桦南县,FALSE
281,230826,桦川县,FALSE
283,230828,汤原县,FALSE
285,230833,抚远县,FALSE
287,230881,同江市,FALSE
289,230882,富锦市,FALSE
292,230900,七台河市本级,FALSE
294,230902,新兴区,FALSE
296,230903,桃山区,FALSE
298,230904,茄子河区,FALSE
300,230921,勃利县,FALSE
303,231000,牡丹江市本级,FALSE
305,231002,东安区,FALSE
307,231003,阳明区,FALSE
309,231004,爱民区,FALSE
311,231005,西安区,FALSE
313,231024,东宁县,FALSE
315,231025,林口县,FALSE
317,231081,绥芬河市,FALSE
319,231083,海林市,FALSE
321,231084,宁安市,FALSE
323,231085,穆棱市,FALSE
326,231100,黑河市本级,FALSE
328,231102,爱辉区,FALSE
330,231121,嫩江县,FALSE
332,231123,逊克县,FALSE
334,231124,孙吴县,FALSE
336,231181,北安市,FALSE
338,231182,五大连池市,FALSE
341,231200,绥化市本级,FALSE
343,231202,北林区,FALSE
345,231221,望奎县,FALSE
347,231222,兰西县,FALSE
349,231223,青冈县,FALSE
351,231224,庆安县,FALSE
353,231225,明水县,FALSE
355,231226,绥棱县,FALSE
357,231281,安达市,FALSE
359,231282,肇东市,FALSE
361,231283,海伦市,FALSE
7264,232700,大兴安岭地区本级,FALSE
364,232701,加格达奇区,FALSE
366,232702,松岭区,FALSE
368,232703,新林区,FALSE
370,232704,呼中区,FALSE
372,232721,呼玛县,FALSE
374,232722,塔河县,FALSE
